year,year_population
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
2020,259575.5
