year,state,hc-key,category,cpi
2022,my-la,my-la,housing_utilities,120.1
2022,my-pj,my-pj,housing_utilities,131.3
2022,my-jh,my-jh,misc,127.2
2022,my-kh,my-kh,misc,121.7
2022,my-kn,my-kn,misc,121.2
2022,my-me,my-me,misc,117.7
2022,my-ns,my-ns,misc,112.2
2022,my-ph,my-ph,misc,117.4
2022,my-pk,my-pk,misc,120.7
2022,my-pl,my-pl,misc,111.0
2022,my-pg,my-pg,misc,125.1
2022,my-sa,my-sa,misc,116.3
2022,my-sk,my-sk,misc,116.9
2022,my-sl,my-sl,misc,116.7
2022,my-te,my-te,misc,126.7
2022,my-kl,my-kl,misc,120.1
2022,my-la,my-la,misc,113.4
2022,my-pj,my-pj,misc,120.3
2022,my-jh,my-jh,overall,131.9
2022,my-kh,my-kh,overall,124.2
2022,my-kn,my-kn,overall,126.7
2022,my-me,my-me,overall,125.5
2022,my-ns,my-ns,overall,128.1
2022,my-ph,my-ph,overall,126.2
2022,my-pk,my-pk,overall,124.1
2022,my-pl,my-pl,overall,121.4
2022,my-pg,my-pg,overall,130.0
2022,my-sa,my-sa,overall,119.3
2022,my-sk,my-sk,overall,122.3
2022,my-sl,my-sl,overall,133.8
2022,my-te,my-te,overall,124.1
2022,my-kl,my-kl,overall,129.8
2022,my-la,my-la,overall,121.1
2022,my-pj,my-pj,overall,135.2
2022,my-jh,my-jh,recreation_culture,120.7
2022,my-kh,my-kh,recreation_culture,115.7
2022,my-kn,my-kn,recreation_culture,109.3
2022,my-me,my-me,recreation_culture,115.4
2022,my-ns,my-ns,recreation_culture,117.4
2022,my-ph,my-ph,recreation_culture,109.3
